stitle,accn,manually_added
"Prokaryotic dsDNA virus sp. isolate Unbinned_1446_contig-100_4, complete genome",MK892702,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2819_contig-100_3, complete genome",MK892714,FALSE
"Prokaryotic dsDNA virus sp. isolate Tp1_124_DCM_41226_1, complete genome",MK892729,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0019/2020, complete genome",MT322409,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1353/2020, complete genome",MT293182,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2250/2020, complete genome",MT345842,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW194/2020, complete genome",MT246451,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3832/2020, complete genome",MT358685,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW380/2020, complete genome",MT263459,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1672/2020, complete genome",MT326124,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW307/2020, complete genome",MT263390,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0009/2020, complete genome",MT322402,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-014/2020, complete genome",MT258382,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAOR-UW409/2020, complete genome",MT293174,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0003/2020, complete genome",MT322396,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome",MT293170,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0050/2020, complete genome",MT350240,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1294/2020, complete genome",MT326187,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW348/2020, complete genome",MT263428,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0061/2020, complete genome",MT350251,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00021/2020, complete genome",MT334539,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3959/2020, complete genome",MT358726,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW314/2020, complete genome",MT263395,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1791/2020, complete genome",MT326085,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0046/2020, complete genome",MT322424,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW332/2020, complete genome",MT263412,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW203/2020, complete genome",MT246460,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW420/2020, complete genome",MT293185,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2258/2020, complete genome",MT345867,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW253/2020, complete genome",MT259245,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0047/2020, complete genome",MT350237,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1575/2020, complete genome",MT326180,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3989/2020, complete genome",MT358735,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW225/2020, complete genome",MT246482,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0065/2020, complete genome",MT350254,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW222/2020, complete genome",MT246479,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-2198/2020, complete genome",MT345857,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW259/2020, complete genome",MT259251,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1706/2020, complete genome",MT326152,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0052/2020, complete genome",MT350242,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1329/2020, complete genome",MT293161,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1308/2020, complete genome",MT293168,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0004/2020, complete genome",MT322397,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2016/2020, complete genome",MT326029,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4388/2020, complete genome",MT345878,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0063/2020, complete genome",MT350252,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW387/2020, complete genome",MT263467,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2094/2020, complete genome",MT345812,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW369/2020, complete genome",MT263449,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW368/2020, complete genome",MT263448,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW192/2020, complete genome",MT246449,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2253/2020, complete genome",MT345847,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW271/2020, complete genome",MT259263,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1843/2020, complete genome",MT326042,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0055/2020, complete genome",MT350245,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3850/2020, complete genome",MT358694,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0057/2020, complete genome",MT350247,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW229/2020, complete genome",MT246486,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2244/2020, complete genome",MT345835,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0058/2020, complete genome",MT350248,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1591/2020, complete genome",MT293211,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3895/2020, complete genome",MT358710,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00012/2020, complete genome",MT334531,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4330/2020, complete genome",MT358670,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4406/2020, complete genome",MT345882,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2145/2020, complete genome",MT345825,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-2069/2020, complete genome",MT345802,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1300/2020, complete genome",MT293179,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-013/2020, complete genome",MT258381,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-005/2020, complete genome",MT258377,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2087/2020, complete genome",MT345806,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW333/2020, complete genome",MT263413,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1347/2020, complete genome",MT293187,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2213/2020, complete genome",MT345862,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW350/2020, complete genome",MT263430,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1868/2020, complete genome",MT326035,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0042/2020, complete genome",MT322420,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW343/2020, complete genome",MT263423,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1796/2020, complete genome",MT326090,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW232/2020, complete genome",MT246489,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1723/2020, complete genome",MT326125,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0017/2020, complete genome",MT322407,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0045/2020, complete genome",MT322423,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020, complete genome",MT293177,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4400/2020, complete genome",MT345880,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW216/2020, complete genome",MT246473,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00010/2020, complete genome",MT334529,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW352/2020, complete genome",MT263432,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW233/2020, complete genome",MT246490,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0012/2020, complete genome",MT322405,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW376/2020, complete genome",MT263456,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0021/2020, complete genome",MT322411,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN1-MDH1/2020, complete genome",MT188341,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0059/2020, complete genome",MT350249,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW202/2020, complete genome",MT246459,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-1817/2020, complete genome",MT326103,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW385/2020, complete genome",MT263465,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0001/2020, complete genome",MT322394,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0034/2020, complete genome",MT322415,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW204/2020, complete genome",MT246461,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW196/2020, complete genome",MT246453,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1831/2020, complete genome",MT326106,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0011/2020, complete genome",MT322404,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1822/2020, complete genome",MT326111,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1433/2020, complete genome",MT293222,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1441/2020, complete genome",MT293218,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1697/2020, complete genome",MT326130,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0016/2020, complete genome",MT322406,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2240/2020, complete genome",MT345834,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0018/2020, complete genome",MT322408,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00025/2020, complete genome",MT334542,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW235/2020, complete genome",MT251978,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW320/2020, complete genome",MT263400,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1778/2020, complete genome",MT326094,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00023/2020, complete genome",MT334541,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/188407/2020, complete genome",MT372480,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW276/2020, complete genome",MT259268,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4251/2020, complete genome",MT358654,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3984/2020, complete genome",MT358731,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4105/2020, complete genome",MT358746,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2228/2020, complete genome",MT345836,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW389/2020, complete genome",MT263469,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4346/2020, complete genome",MT345869,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2146/2020, complete genome",MT345827,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-3845/2020, complete genome",MT358693,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1879/2020, complete genome",MT326055,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1587/2020, complete genome",MT293208,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1436/2020, complete genome",MT326190,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW266/2020, complete genome",MT259258,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW238/2020, complete genome",MT251974,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW234/2020, complete genome",MT251977,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-UW-1311/2020, complete genome",MT326181,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1309/2020, complete genome",MT293172,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1913/2020, complete genome",MT326052,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2104/2020, complete genome",MT345814,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4375/2020, complete genome",MT345875,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome",MT163717,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW212/2020, complete genome",MT246469,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW219/2020, complete genome",MT246476,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW228/2020, complete genome",MT246485,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW243/2020, complete genome",MT259235,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW315/2020, complete genome",MT263396,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW329/2020, complete genome",MT263463,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ-ASU2936/2020, complete genome",MT339041,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0049/2020, complete genome",MT350239,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3983/2020, complete genome",MT358730,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/VH198152683/2020, complete genome",MT359866,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-015/2020, complete genome",MT258383,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW334/2020, complete genome",MT263414,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1955/2020, complete genome",MT326066,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4486/2020, complete genome",MT358705,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3941/2020, complete genome",MT358721,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4300/2020, complete genome",MT358661,FALSE
"Severe acute respiratory syndrome coronavirus 2 TKYE6947_2020 RNA, complete genome",LC542809,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW252/2020, complete genome",MT259244,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW351/2020, complete genome",MT263431,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1774/2020, complete genome",MT326092,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00033/2020, complete genome",MT334547,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3988/2020, complete genome",MT358734,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW362/2020, complete genome",MT263442,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2245/2020, complete genome",MT345855,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020, complete genome",MT163719,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW193/2020, complete genome",MT246450,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4380/2020, complete genome",MT345877,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1689/2020, complete genome",MT326136,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC1/2020, complete genome",MT358637,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2236/2020, complete genome",MT345838,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW300/2020, complete genome",MT263383,FALSE
"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00032/2020, complete genome",MT334546,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Surprise_1, complete genome",MN346696,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_South_Pushkin, complete genome",MN346698,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Mama, complete genome",MN346692,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Sidonie, complete genome",MN346695,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_South_Ravel_2, complete genome",MN346700,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Ponan, complete genome",MN346693,FALSE
"UNVERIFIED: Monkeypox virus strain 3025, complete genome",MK783030,FALSE
"UNVERIFIED: Monkeypox virus strain 3029, complete genome",MK783029,FALSE
"UNVERIFIED: Monkeypox virus strain 3030, complete genome",MK783032,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Saro, complete genome",MN346694,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_South_Ravel_1, complete genome",MN346699,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2018_East_Paddy, complete genome",MN346702,FALSE
"UNVERIFIED: Monkeypox virus strain 3020, complete genome",MK783031,FALSE
"UNVERIFIED: Monkeypox virus strain 3019, complete genome",MK783028,FALSE
"Monkeypox virus strain Israel_2018, complete genome",MN648051,FALSE
"UNVERIFIED: Monkeypox virus isolate MPXV_TNP_2017_North_Bic, complete genome",MN346690,FALSE
"Monkeypox virus strain V79-I-005, complete genome",HQ857562,FALSE
"Monkeypox virus isolate DRC 06-0999, complete genome",JX878409,FALSE
"Monkeypox virus isolate DRC 07-0286, complete genome",JX878421,FALSE
"Monkeypox virus isolate DRC 07-0046, complete genome",JX878414,FALSE
"Monkeypox virus strain Congo_2003_358, complete genome",DQ011154,FALSE
"Monkeypox virus isolate DRC 06-1075, complete genome",JX878411,FALSE
"Monkeypox virus strain Sudan 2005_01, complete genome",KC257459,FALSE
"Monkeypox virus isolate DRC 06-1070, complete genome",JX878410,FALSE
"Monkeypox virus isolate DRC 06-0950, complete genome",JX878407,FALSE
"Monkeypox virus isolate DRC 07-0514, complete genome",JX878428,FALSE
"Monkeypox virus isolate DRC 07-0092, complete genome",JX878415,FALSE
"Monkeypox virus isolate DRC 07-0093, complete genome",JX878416,FALSE
"Monkeypox virus strain DRC Yandongi 1985, complete genome",KC257460,FALSE
"Monkeypox virus isolate DRC 07-0104, complete genome",JX878417,FALSE
"Monkeypox virus isolate DRC 07-0337, complete genome",JX878423,FALSE
"Monkeypox virus isolate DRC 07-0662, complete genome",JX878429,FALSE
"Monkeypox virus strain COP-58, complete genome",AY753185,FALSE
"Human alphaherpesvirus 1 strain McKrae, complete genome",MN136524,FALSE
"Human alphaherpesvirus 1 strain HSV-H1311, complete genome",MH999848,FALSE
"Human alphaherpesvirus 1 isolate s17pp4, complete genome",MN159378,FALSE
"Human alphaherpesvirus 1 strain MacIntyre, complete genome",MN136523,FALSE
"UNVERIFIED: Human alphaherpesvirus 1 strain Sample4_DOCK8, complete genome",MN925871,FALSE
"Human alphaherpesvirus 1 isolate s17pp5, complete genome",MN159379,FALSE
"Human alphaherpesvirus 1 strain NIV1613762, complete genome",MH319852,FALSE
"Human alphaherpesvirus 1 isolate s17pp3, complete genome",MN159377,FALSE
"Human alphaherpesvirus 1 isolate Sc16, complete genome",MN159383,FALSE
"Human alphaherpesvirus 1 strain HSV-H1412, complete genome",MH999851,FALSE
"Human alphaherpesvirus 1 isolate MCL-18-H-1091, complete genome",MH480513,FALSE
"Human alphaherpesvirus 1 strain HSV-H15119, complete genome",MH999850,FALSE
"Human herpesvirus 1 strain H129, complete genome",GU734772,FALSE
"Human alphaherpesvirus 1 strain HSV-H12113, complete genome",MH999842,FALSE
"Human herpesvirus 1 strain F, complete genome",GU734771,FALSE
"Human herpesvirus 1 transgenic strain 17, complete genome",FJ593289,FALSE
"Human herpesvirus 1 strain KOS, complete genome",JQ673480,FALSE
"Human herpesvirus 1 strain 17, complete genome",NC_001806,FALSE
"Human herpesvirus 1 isolate RE, complete genome",KF498959,FALSE
"Human alphaherpesvirus 2 isolate HJ12, complete genome",MN187895,FALSE
"Bovine alphaherpesvirus 1 isolate C43, complete genome",MH791337,FALSE
"Bovine alphaherpesvirus 1 culture ATCC:VR-188 strain Los Angeles, complete genome",MF421714,FALSE
"Bovine alphaherpesvirus 1 isolate C28 55771, complete genome",MH598938,FALSE
"Bovine alphaherpesvirus 1 isolate C14 CSU 034-10640, complete genome",MH598936,FALSE
"Bovine alphaherpesvirus 1 isolate C35 1839-9847, complete genome",MH598937,FALSE
"Bovine alphaherpesvirus 1 isolate Nasalgen IP MLV vaccine, complete genome",MH724210,FALSE
"Bovine alphaherpesvirus 1 isolate BoviShield IBR MLV vaccine, complete genome",MH724207,FALSE
"Bovine alphaherpesvirus 1 isolate Express 1 IBR MLV vaccine, complete genome",MH724204,FALSE
"Bovine alphaherpesvirus 1 isolate MN4, complete genome",MG407778,FALSE
"Bovine alphaherpesvirus 1 isolate TSV-2 Nasal MLV vaccine, complete genome",MH724209,FALSE
"Bovine alphaherpesvirus 1 isolate PA1, complete genome",MG407790,FALSE
"Bovine alphaherpesvirus 1 isolate 216 II, complete genome",KY215944,FALSE
"Bovine alphaherpesvirus 1 isolate Arsenal IBR MLV vaccine, complete genome",MH724202,FALSE
"Bovine alphaherpesvirus 1 isolate MN14, complete genome",MG407788,FALSE
